pr,ease,t_ms,seamI_deg,seamO_deg,inner_rMin,inner_rMax,outer_rMin,outer_rMax,03 - Resources_arcFrac,03 - Resources_alphaFrac,00 - Inbox_arc,00 - Inbox_noteArc,01 - Projects_arc,01 - Projects_noteArc,02 - Areas_arc,02 - Areas_noteArc,04 - Daily Notes_arc,04 - Daily Notes_noteArc,05 - Meeting Notes_arc,05 - Meeting Notes_noteArc,06 - Zettelkasten_arc,06 - Zettelkasten_noteArc,07 - Weekly Reviews_arc,07 - Weekly Reviews_noteArc,08 - Archive_arc,08 - Archive_noteArc,09 - Maps of Content_arc,09 - Maps of Content_noteArc,10 - Literature Notes_arc,10 - Literature Notes_noteArc,11 - Clippings_arc,11 - Clippings_noteArc,12 - Journal_arc,12 - Journal_noteArc,13 - Someday Maybe_arc,13 - Someday Maybe_noteArc,14 - Reading List_arc,14 - Reading List_noteArc,15 - Courses_arc,15 - Courses_noteArc,(vault root)_arc,(vault root)_noteArc
0.0000,0.0000,0,13.79,6.17,1105.9,1728.5,2656.7,3936.7,0,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.0010,0.0000,12,13.79,6.17,1105.9,1728.5,2656.7,3936.7,0,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.0030,0.0000,28.4,13.79,6.17,1105.9,1728.5,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.0060,0.0001,45.4,13.79,6.17,1105.9,1728.5,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.0080,0.0002,62.3,13.79,6.17,1105.9,1728.5,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.0110,0.0004,78.4,13.79,6.17,1105.9,1728.5,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.0130,0.0005,95.3,13.79,6.17,1105.9,1728.4,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.0160,0.0008,111.8,13.79,6.17,1105.9,1728.4,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.0190,0.0011,129.2,13.79,6.17,1105.9,1728.4,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.7,59.3,4,2.4
0.0210,0.0013,145.7,13.8,6.17,1105.9,1728.4,2656.7,3936.7,0.002,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.3,4,2.4
0.0240,0.0017,162,13.8,6.17,1105.9,1728.3,2656.7,3936.7,0.003,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.5,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.3,4,2.4
0.0270,0.0021,178.5,13.78,6.17,1105.9,1728.3,2656.7,3936.7,0.003,0,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90.1,59.8,60.9,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.3,4,2.4
0.0290,0.0025,195.4,13.79,6.17,1105.9,1728.3,2656.7,3936.7,0.003,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90.1,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.0320,0.0030,211.9,13.79,6.17,1105.9,1728.2,2656.7,3936.7,0.004,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90.1,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.0340,0.0034,228.5,13.79,6.17,1105.9,1728.2,2656.7,3936.7,0.004,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.0370,0.0040,245.5,13.8,6.17,1105.9,1728.1,2656.7,3936.7,0.005,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.0400,0.0047,262,13.78,6.17,1105.9,1728.1,2656.7,3936.7,0.006,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.0420,0.0051,278.8,13.79,6.17,1105.9,1728,2656.7,3936.7,0.006,0.001,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90,59.8,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.0450,0.0059,295.6,13.79,6.17,1105.9,1727.9,2656.7,3936.7,0.007,0.002,4,3.4,65.9,62.7,47.7,44.7,65.5,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.4,90,59.7,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.0470,0.0064,312.4,13.79,6.17,1105.9,1727.9,2656.7,3936.7,0.008,0.002,4,3.4,65.9,62.7,47.7,44.7,65.4,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.3,90,59.7,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.0500,0.0073,328.8,13.78,6.17,1105.9,1727.8,2656.7,3936.7,0.009,0.002,4,3.4,65.9,62.7,47.7,44.7,65.4,62.1,131.6,128.8,65.9,63.3,32.7,29.8,94.3,90,59.7,60.8,11.4,10.7,30,31.4,15.1,16.1,4,3.1,4,2.2,64.6,59.2,4,2.4
0.0530,0.0081,345.5,13.79,6.17,1105.9,1727.7,2656.7,3936.7,0.01,0.002,4,3.4,65.9,62.7,47.7,44.7,65.4,62,131.6,128.8,65.9,63.3,32.7,29.8,94.3,89.9,59.7,60.8,11.4,10.7,29.9,31.3,15.1,16.1,4,3.1,4,2.2,64.5,59.2,4,2.4
0.0550,0.0087,362.4,13.79,6.17,1105.9,1727.6,2656.7,3936.7,0.011,0.003,4,3.4,65.9,62.7,47.7,44.7,65.4,62,131.6,128.8,65.9,63.3,32.7,29.8,94.3,89.9,59.7,60.7,11.4,10.7,29.9,31.3,15.1,16.1,4,3.1,4,2.2,64.5,59.2,4,2.4
0.0580,0.0097,378.8,13.8,6.17,1105.9,1727.5,2656.7,3936.7,0.013,0.003,4,3.4,65.9,62.7,47.7,44.7,65.4,62,131.6,128.8,65.9,63.3,32.7,29.8,94.3,89.9,59.7,60.7,11.4,10.7,29.9,31.3,15.1,16,4,3.1,4,2.2,64.5,59.1,4,2.4
0.0610,0.0107,395.5,13.78,6.17,1105.9,1727.4,2656.7,3936.7,0.014,0.003,4,3.4,65.9,62.7,47.7,44.7,65.4,62,131.6,128.8,65.9,63.3,32.7,29.8,94.2,89.9,59.6,60.7,11.4,10.7,29.9,31.3,15.1,16,4,3.1,4,2.2,64.5,59.1,4,2.4
0.0630,0.0114,412.7,13.79,6.17,1105.9,1727.3,2656.7,3936.7,0.015,0.004,4,3.4,65.9,62.7,47.7,44.7,65.3,62,131.6,128.8,65.9,63.3,32.7,29.8,94.2,89.8,59.6,60.7,11.4,10.7,29.9,31.3,15,16,4,3.1,4,2.2,64.5,59.1,4,2.4
0.0660,0.0125,428.8,13.77,6.17,1105.9,1727.2,2656.7,3936.7,0.017,0.004,4,3.4,65.9,62.7,47.7,44.7,65.3,62,131.6,128.8,65.9,63.3,32.7,29.8,94.2,89.8,59.6,60.7,11.4,10.7,29.9,31.3,15,16,4,3.1,4,2.2,64.5,59.1,4,2.4
0.0680,0.0132,445.5,13.78,6.17,1105.9,1727.1,2656.7,3936.7,0.019,0.005,4,3.4,65.9,62.7,47.7,44.7,65.3,61.9,131.6,128.8,65.9,63.3,32.7,29.8,94.1,89.8,59.6,60.6,11.4,10.7,29.9,31.3,15,16,4,3.1,4,2.2,64.4,59.1,4,2.4
0.0710,0.0144,462.3,13.79,6.17,1105.9,1727,2656.7,3936.7,0.02,0.005,4,3.4,65.9,62.7,47.7,44.7,65.3,61.9,131.6,128.8,65.9,63.3,32.7,29.8,94.1,89.8,59.6,60.6,11.4,10.7,29.9,31.3,15,16,4,3.1,4,2.2,64.4,59,4,2.4
0.0730,0.0152,479.2,13.77,6.17,1105.9,1726.9,2656.7,3936.7,0.022,0.006,4,3.4,65.9,62.7,47.7,44.7,65.2,61.9,131.6,128.8,65.9,63.3,32.7,29.8,94.1,89.7,59.5,60.6,11.4,10.7,29.9,31.3,15,16,4,3.1,4,2.2,64.4,59,4,2.4
0.0760,0.0165,495.9,13.78,6.17,1105.9,1726.8,2656.7,3936.7,0.024,0.006,4,3.4,65.9,62.7,47.7,44.7,65.2,61.9,131.6,128.8,65.9,63.3,32.7,29.8,94,89.7,59.5,60.6,11.4,10.7,29.9,31.2,15,16,4,3.1,4,2.2,64.4,59,4,2.4
0.0790,0.0177,512.4,13.77,6.17,1105.9,1726.7,2656.7,3936.7,0.027,0.007,4,3.4,65.9,62.7,47.7,44.7,65.2,61.8,131.6,128.8,65.9,63.3,32.7,29.8,94,89.6,59.5,60.5,11.4,10.7,29.8,31.2,15,16,4,3.1,4,2.2,64.3,59,4,2.4
0.0810,0.0186,529.1,13.78,6.17,1105.9,1726.5,2656.7,3936.7,0.029,0.008,4,3.4,65.9,62.7,47.7,44.7,65.2,61.8,131.6,128.8,65.9,63.3,32.7,29.8,93.9,89.6,59.4,60.5,11.4,10.7,29.8,31.2,15,16,4,3.1,4,2.2,64.3,58.9,4,2.4
0.0840,0.0200,545.3,13.78,6.17,1105.9,1726.4,2656.7,3936.7,0.031,0.008,4,3.4,65.9,62.7,47.7,44.7,65.1,61.8,131.6,128.8,65.9,63.3,32.7,29.8,93.9,89.6,59.4,60.5,11.4,10.7,29.8,31.2,15,16,4,3.1,4,2.2,64.3,58.9,4,2.4
0.0860,0.0209,562.5,13.77,6.17,1105.9,1726.3,2656.7,3936.7,0.034,0.009,4,3.4,65.9,62.7,47.7,44.7,65.1,61.8,131.6,128.8,65.9,63.3,32.7,29.8,93.9,89.5,59.4,60.4,11.4,10.7,29.8,31.2,15,16,4,3.1,4,2.2,64.3,58.9,4,2.4
0.0890,0.0224,579.7,13.78,6.17,1105.9,1726.1,2656.7,3936.7,0.037,0.01,4,3.4,65.9,62.7,47.7,44.7,65.1,61.7,131.6,128.8,65.9,63.3,32.7,29.8,93.8,89.5,59.3,60.4,11.4,10.7,29.8,31.2,15,16,4,3.1,4,2.2,64.2,58.9,4,2.4
0.0920,0.0238,595.6,13.77,6.17,1105.9,1726,2656.7,3936.7,0.039,0.01,4,3.4,65.9,62.7,47.7,44.7,65,61.7,131.6,128.8,65.9,63.3,32.7,29.8,93.7,89.4,59.3,60.4,11.4,10.7,29.8,31.1,15,16,4,3.1,4,2.2,64.2,58.8,4,2.4
0.0940,0.0248,612.6,13.77,6.17,1105.9,1725.8,2656.7,3936.7,0.042,0.011,4,3.4,65.9,62.7,47.7,44.7,65,61.7,131.6,128.8,65.9,63.3,32.7,29.8,93.7,89.3,59.3,60.3,11.4,10.7,29.7,31.1,15,15.9,4,3.1,4,2.2,64.2,58.8,4,2.4
0.0970,0.0264,629,13.76,6.17,1105.9,1725.7,2656.7,3936.7,0.045,0.012,4,3.4,65.9,62.7,47.7,44.7,64.9,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.6,89.3,59.2,60.3,11.4,10.7,29.7,31.1,15,15.9,4,3.1,4,2.2,64.1,58.8,4,2.4
0.1000,0.0280,645.7,13.77,6.17,1105.9,1725.5,2656.7,3936.7,0.048,0.013,4,3.4,65.9,62.7,47.7,44.7,64.9,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.6,89.2,59.2,60.2,11.4,10.7,29.7,31.1,15,15.9,4,3.1,4,2.2,64.1,58.7,4,2.4
0.1020,0.0291,662.5,13.76,6.17,1105.9,1725.3,2656.7,3936.7,0.052,0.014,4,3.4,65.9,62.7,47.7,44.7,64.9,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.5,89.2,59.1,60.2,11.4,10.7,29.7,31.1,14.9,15.9,4,3.1,4,2.2,64,58.7,4,2.4
0.1050,0.0308,679,13.77,6.17,1105.9,1725.2,2656.7,3936.7,0.055,0.015,4,3.4,65.9,62.7,47.7,44.7,64.8,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.4,89.1,59.1,60.1,11.4,10.7,29.7,31,14.9,15.9,4,3.1,4,2.2,64,58.6,4,2.4
0.1070,0.0319,695.6,13.76,6.17,1105.9,1725,2656.7,3936.7,0.059,0.016,4,3.4,65.9,62.7,47.7,44.7,64.8,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.4,89,59,60.1,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,64,58.6,4,2.4
0.1100,0.0336,712.4,13.75,6.17,1105.9,1724.8,2656.7,3936.7,0.062,0.017,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1130,0.0354,729,13.75,6.17,1105.9,1724.7,2656.7,3936.7,0.062,0.018,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1150,0.0366,745.7,13.74,6.17,1105.9,1724.5,2656.7,3936.7,0.062,0.019,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1180,0.0385,762.4,13.75,6.17,1105.9,1724.3,2656.7,3936.7,0.061,0.02,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1200,0.0397,779.4,13.74,6.17,1105.9,1724.1,2656.7,3936.7,0.061,0.022,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1230,0.0417,796.1,13.73,6.17,1105.9,1723.9,2656.7,3936.7,0.061,0.023,4,3.4,65.9,62.7,47.7,44.7,64.7,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1260,0.0436,812.6,13.74,6.17,1105.9,1723.7,2656.7,3936.7,0.061,0.024,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1280,0.0450,829.3,13.73,6.17,1105.9,1723.5,2656.7,3936.7,0.061,0.025,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.9,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1310,0.0470,845.7,13.74,6.17,1105.9,1723.3,2656.7,3936.7,0.061,0.027,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.4,4,2.4
0.1330,0.0484,862.4,13.73,6.17,1105.9,1723.1,2656.7,3936.7,0.061,0.028,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.1360,0.0505,879.3,13.72,6.17,1105.9,1722.9,2656.7,3936.7,0.061,0.03,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.1390,0.0526,895.8,13.73,6.17,1105.9,1722.7,2656.7,3936.7,0.061,0.031,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89,59,60.1,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.1410,0.0540,912.5,13.72,6.17,1105.9,1760.9,2656.7,3936.7,0.061,0.033,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59,60.1,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.1440,0.0562,929.2,13.71,6.17,1105.9,1789.6,2656.7,3936.7,0.061,0.034,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59,60.1,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.1460,0.0577,945.7,13.7,6.17,1105.9,1811,2656.7,3936.7,0.061,0.036,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59,60.1,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.1490,0.0600,962.4,13.71,6.17,1105.9,1827,2656.7,3936.7,0.061,0.038,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59,60.1,11.4,10.7,29.6,31,14.9,15.8,4,3.1,4,2.2,63.9,58.7,4,2.4
0.1520,0.0623,979.2,13.69,6.17,1105.9,1838.9,2656.7,3936.7,0.061,0.039,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1540,0.0638,996.3,13.69,6.17,1105.9,1847.7,2656.7,3936.7,0.061,0.041,4,3.4,65.9,62.7,47.7,44.7,64.7,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,59.5,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1570,0.0662,1012.4,13.68,6.17,1105.9,1854.3,2656.7,3936.7,0.061,0.043,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1590,0.0678,1029.2,13.68,6.17,1105.9,1859.1,2656.7,3936.7,0.061,0.045,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1620,0.0702,1046.1,13.67,6.17,1105.9,1862.7,2656.7,3936.7,0.061,0.047,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.9,58.6,4,2.4
0.1650,0.0727,1062.5,13.66,6.17,1105.9,1865.3,2656.7,3936.7,0.061,0.049,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.8,58.6,4,2.4
0.1670,0.0744,1079.5,13.66,6.17,1105.9,1867.1,2656.7,3936.7,0.061,0.051,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.8,58.6,4,2.4
0.1700,0.0769,1096.5,13.66,6.17,1105.9,1868.4,2656.7,3936.7,0.063,0.053,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.3,89.1,59.1,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.8,58.6,4,2.4
0.1730,0.0794,1113,13.65,6.17,1105.9,1869.3,2656.7,3936.7,0.065,0.055,4,3.4,65.9,62.7,47.7,44.7,64.7,61.6,131.6,128.8,65.9,63.3,32.7,29.8,93.2,89.1,59,60.1,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.8,58.6,4,2.4
0.1750,0.0812,1129.5,13.64,6.17,1105.9,1869.9,2656.7,3936.7,0.067,0.057,4,3.4,65.9,62.7,47.7,44.7,64.6,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.2,89.1,59,60,11.4,10.7,29.6,30.9,14.9,15.8,4,3.1,4,2.2,63.8,58.6,4,2.4
0.1780,0.0838,1146.1,13.63,6.17,1105.9,1870.3,2656.7,3936.7,0.07,0.059,4,3.4,65.9,62.7,47.7,44.7,64.6,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.1,89.1,59,60,11.4,10.7,29.6,30.9,14.9,15.7,4,3.1,4,2.2,63.7,58.5,4,2.4
0.1800,0.0855,1162.7,13.62,6.17,1105.9,1870.4,2656.7,3936.7,0.072,0.062,4,3.4,65.9,62.7,47.7,44.7,64.6,61.5,131.6,128.8,65.9,63.3,32.7,29.8,93.1,89,58.9,60,11.4,10.7,29.6,30.8,14.9,15.7,4,3.1,4,2.2,63.7,58.5,4,2.4
0.1830,0.0882,1179.8,13.61,6.17,1105.9,1870.5,2656.7,3936.7,0.075,0.064,3.9,3.4,65.9,62.7,47.7,44.7,64.5,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93,89,58.9,60,11.4,10.7,29.5,30.8,14.9,15.7,3.9,3.1,3.9,2.2,63.7,58.5,3.9,2.4
0.1860,0.0909,1196,13.62,6.17,1105.9,1870.4,2656.7,3936.7,0.078,0.066,3.9,3.4,65.9,62.7,47.7,44.7,64.5,61.4,131.6,128.8,65.9,63.3,32.7,29.8,93,88.9,58.9,59.9,11.4,10.7,29.5,30.8,14.9,15.7,3.9,3.1,3.9,2.2,63.6,58.4,3.9,2.4
0.1880,0.0927,1212.7,13.61,6.17,1105.9,1870.3,2656.7,3936.7,0.08,0.068,3.9,3.4,65.9,62.7,47.7,44.7,64.5,61.4,131.6,128.8,65.9,63.3,32.7,29.8,92.9,88.9,58.8,59.9,11.4,10.7,29.5,30.8,14.8,15.7,3.9,3.1,3.9,2.2,63.6,58.4,3.9,2.4
0.1910,0.0955,1229.3,13.6,6.17,1105.9,1870.1,2656.7,3936.7,0.083,0.071,3.9,3.4,65.9,62.7,47.7,44.7,64.4,61.3,131.6,128.8,65.9,63.3,32.7,29.8,92.9,88.8,58.8,59.9,11.4,10.7,29.5,30.8,14.8,15.7,3.9,3.1,3.9,2.2,63.6,58.4,3.9,2.4
0.1930,0.0974,1246.5,13.59,6.17,1105.9,1869.9,2656.7,3936.7,0.086,0.073,3.9,3.4,65.9,62.7,47.7,44.7,64.4,61.3,131.6,128.8,65.9,63.3,32.7,29.8,92.8,88.8,58.8,59.8,11.4,10.7,29.5,30.8,14.8,15.7,3.9,3.1,3.9,2.2,63.5,58.3,3.9,2.4
0.1960,0.1002,1263.6,13.59,6.17,1105.9,1869.6,2656.7,3936.7,0.089,0.076,3.9,3.4,65.9,62.7,47.7,44.7,64.3,61.3,131.6,128.8,65.9,63.3,32.7,29.8,92.8,88.7,58.7,59.8,11.4,10.7,29.5,30.7,14.8,15.7,3.9,3.1,3.9,2.2,63.5,58.3,3.9,2.4
0.1990,0.1030,1279.7,13.58,6.17,1105.9,1869.3,2656.7,3936.7,0.092,0.079,3.9,3.4,65.9,62.7,47.7,44.7,64.3,61.2,131.6,128.8,65.9,63.3,32.7,29.8,92.7,88.7,58.7,59.7,11.4,10.7,29.4,30.7,14.8,15.7,3.9,3.1,3.9,2.2,63.4,58.3,3.9,2.4
0.2010,0.1050,1296.1,13.57,6.17,1105.9,1869,2656.7,3936.7,0.095,0.081,3.9,3.4,65.9,62.7,47.7,44.7,64.3,61.2,131.6,128.8,65.9,63.3,32.7,29.8,92.7,88.6,58.7,59.7,11.4,10.7,29.4,30.7,14.8,15.6,3.9,3.1,3.9,2.2,63.4,58.2,3.9,2.4
0.2040,0.1079,1312.7,13.56,6.17,1105.9,1868.7,2656.7,3936.7,0.098,0.084,3.9,3.4,65.9,62.7,47.7,44.7,64.2,61.2,131.6,128.8,65.9,63.3,32.7,29.8,92.6,88.6,58.6,59.7,11.4,10.7,29.4,30.7,14.8,15.6,3.9,3.1,3.9,2.2,63.4,58.2,3.9,2.4
