pr,ease,t_ms,seamI_deg,seamO_deg,inner_rMin,inner_rMax,outer_rMin,outer_rMax,inbox_arcFrac,inbox_alphaFrac,thread_arc,thread_noteArc,anchor-sketch_arc,anchor-sketch_noteArc,keystone_arc,keystone_noteArc,cinder-query_arc,cinder-query_noteArc,spec_arc,spec_noteArc,isthmus_arc,isthmus_noteArc,cinder-plan_arc,cinder-plan_noteArc,jigsaw_arc,jigsaw_noteArc,impost_arc,impost_noteArc,anchor-query_arc,anchor-query_noteArc,beacon-memo_arc,beacon-memo_noteArc,dado_arc,dado_noteArc,anchor-plan_arc,anchor-plan_noteArc,gantry_arc,gantry_noteArc,yoke_arc,yoke_noteArc,(untagged)_arc,(untagged)_noteArc,anchor-memo_arc,anchor-memo_noteArc,ferrule_arc,ferrule_noteArc,transom_arc,transom_noteArc,archive_arc,archive_noteArc,anchor-log_arc,anchor-log_noteArc,beacon-log_arc,beacon-log_noteArc,parapet_arc,parapet_noteArc,cadence_arc,cadence_noteArc,louver_arc,louver_noteArc,anchor-index_arc,anchor-index_noteArc,ballast_arc,ballast_noteArc,hasp_arc,hasp_noteArc,anchor-guide_arc,anchor-guide_noteArc,beacon-index_arc,beacon-index_noteArc,dowel_arc,dowel_noteArc,cinder-log_arc,cinder-log_noteArc,eaves_arc,eaves_noteArc,cinder-index_arc,cinder-index_noteArc,dovetail_arc,dovetail_noteArc,cinder-guide_arc,cinder-guide_noteArc,cinder-field_arc,cinder-field_noteArc,abacus_arc,abacus_noteArc,cinder-draft_arc,cinder-draft_noteArc,beacon-guide_arc,beacon-guide_noteArc,cinder-brief_arc,cinder-brief_noteArc,review_arc,review_noteArc,anchor-field_arc,anchor-field_noteArc,beacon-trace_arc,beacon-trace_noteArc,beacon-field_arc,beacon-field_noteArc,beacon-sketch_arc,beacon-sketch_noteArc,inlay_arc,inlay_noteArc,anchor-draft_arc,anchor-draft_noteArc,beacon-brief_arc,beacon-brief_noteArc,rafter_arc,rafter_noteArc,eyelet_arc,eyelet_noteArc,beacon-query_arc,beacon-query_noteArc,wicket_arc,wicket_noteArc,anchor-trace_arc,anchor-trace_noteArc,nacelle_arc,nacelle_noteArc,reveal_arc,reveal_noteArc,beacon-plan_arc,beacon-plan_noteArc,nosing_arc,nosing_noteArc,jamb_arc,jamb_noteArc,embrasure_arc,embrasure_noteArc,halyard_arc,halyard_noteArc,apse_arc,apse_noteArc,uprise_arc,uprise_noteArc,quoin_arc,quoin_noteArc,mullion_arc,mullion_noteArc,inglenook_arc,inglenook_noteArc,escarp_arc,escarp_noteArc,alcove_arc,alcove_noteArc,wainscot_arc,wainscot_noteArc,beacon-draft_arc,beacon-draft_noteArc,tiller_arc,tiller_noteArc,gusset_arc,gusset_noteArc,anchor-brief_arc,anchor-brief_noteArc,quarry_arc,quarry_noteArc,cupola_arc,cupola_noteArc,plinth_arc,plinth_noteArc,undercroft_arc,undercroft_noteArc,mortise_arc,mortise_noteArc,pilaster_arc,pilaster_noteArc,lintel_arc,lintel_noteArc,lancet_arc,lancet_noteArc,gable_arc,gable_noteArc,corbel_arc,corbel_noteArc,weir_arc,weir_noteArc,soffit_arc,soffit_noteArc,oriel_arc,oriel_noteArc,kerf_arc,kerf_noteArc,grommet_arc,grommet_noteArc,cistern_arc,cistern_noteArc,yardarm_arc,yardarm_noteArc,undertow_arc,undertow_noteArc,knurl_arc,knurl_noteArc,spandrel_arc,spandrel_noteArc,fascia_arc,fascia_noteArc,zinc_arc,zinc_noteArc,obelisk_arc,obelisk_noteArc,tracery_arc,tracery_noteArc,ogee_arc,ogee_noteArc,keel_arc,keel_noteArc,finial_arc,finial_noteArc,buttress_arc,buttress_noteArc,valance_arc,valance_noteArc,rebate_arc,rebate_noteArc,newel_arc,newel_noteArc,joist_arc,joist_noteArc,flange_arc,flange_noteArc,brazier_arc,brazier_noteArc,xylem_arc,xylem_noteArc,hinge_arc,hinge_noteArc,dormer_arc,dormer_noteArc,verge_arc,verge_noteArc,quirk_arc,quirk_noteArc,muntin_arc,muntin_noteArc,zephyr_arc,zephyr_noteArc,vellum_arc,vellum_noteArc,delta-draft_arc,delta-draft_noteArc,delta-brief_arc,delta-brief_noteArc,cinder-trace_arc,cinder-trace_noteArc,cinder-sketch_arc,cinder-sketch_noteArc,cinder-memo_arc,cinder-memo_noteArc
0.0250,0.0018,161.4,93.5,2,1052.2,1756.7,2761.4,3722,0.996,0.999,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,9.1,8.1,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,19.4,18.6,3.3,1.7,2.6,1.7,1.2,1.2,12.2,11.3,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,15.3,14.6,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.0280,0.0023,178.1,93.5,2,1052.2,1756.7,2761.4,3722.2,0.996,0.999,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,9.2,8.1,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,19.4,18.6,3.3,1.7,2.6,1.7,1.2,1.2,12.2,11.3,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,15.3,14.7,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.0300,0.0026,194.9,93.5,2,1052.2,1756.7,2761.5,3722.4,0.995,0.998,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,9.2,8.2,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,19.5,18.6,3.3,1.7,2.6,1.7,1.2,1.2,12.3,11.4,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,15.4,14.7,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.0330,0.0032,211.8,93.5,2,1052.2,1756.7,2761.5,3722.7,0.995,0.998,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,9.2,8.2,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,19.5,18.7,3.3,1.7,2.6,1.7,1.2,1.2,12.3,11.4,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,15.4,14.7,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.0360,0.0038,228.3,93.5,2,1052.2,1756.7,2761.5,3722.9,0.994,0.997,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,9.2,8.2,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,19.6,18.7,3.3,1.7,2.6,1.7,1.2,1.2,12.3,11.4,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,15.4,14.8,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.0380,0.0042,244.8,93.5,1.99,1052.2,1756.7,2761.6,3723.2,0.994,0.997,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,9.2,8.2,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,19.6,18.8,3.3,1.7,2.6,1.7,1.2,1.2,12.4,11.4,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,15.5,14.8,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.0410,0.0049,261.4,93.5,1.99,1052.2,1756.7,2761.7,3723.5,0.994,0.996,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,9.3,8.3,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,19.7,18.8,3.3,1.7,2.6,1.7,1.2,1.2,12.4,11.5,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,15.5,14.8,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.0430,0.0054,278.5,93.5,1.99,1052.2,1756.7,2761.7,3723.9,0.993,0.995,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,9.3,8.3,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,19.7,18.9,3.3,1.7,2.6,1.7,1.2,1.2,12.4,11.5,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,15.5,14.9,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.0460,0.0062,294.9,93.5,1.99,1052.2,1756.7,2761.8,3724.3,0.993,0.994,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,9.3,8.3,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,19.7,18.9,3.3,1.7,2.6,1.7,1.2,1.2,12.4,11.5,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,15.6,14.9,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.0490,0.0070,311.5,93.5,1.99,1052.2,1756.7,2761.8,3724.7,0.992,0.994,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,9.3,8.3,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,19.8,18.9,3.3,1.7,2.6,1.7,1.2,1.2,12.5,11.6,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,15.6,14.9,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
0.0510,0.0075,328.3,93.5,1.99,1052.2,1756.7,2761.9,3725.1,0.992,0.993,3.3,3.3,3.3,3.3,1.9,1.5,1.2,1.2,9.3,8.3,2.6,1.7,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,2,2.6,1.7,1.2,1.2,19.8,19,3.3,1.7,2.6,1.7,1.2,1.2,12.5,11.6,3.3,3.3,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,3.3,3.3,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,3.3,3.3,1.2,1.2,15.6,15,3.3,3.3,1.2,1.2,3.3,2,1.2,1.2,1.2,1.2,3.3,2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,3.3,3.3,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,2.6,1.7,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,3.3,1.7,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.9,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
